,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,A_MEAN,MEAN_PRSE,Target,Target_Num
299,Forest and Conservation Technicians,broad,30440,1.6,43420,0.3,"Life, Physical, and Social Science Occupations",5
300,Forest and Conservation Technicians,detailed,30440,1.6,43420,0.3,"Life, Physical, and Social Science Occupations",5
301,"Miscellaneous Life, Physical, and Social Science Technicians",broad,79250,1.9,57880,0.7,"Life, Physical, and Social Science Occupations",5
302,Forensic Science Technicians,detailed,17020,1.1,66850,0.5,"Life, Physical, and Social Science Occupations",5
303,"Life, Physical, and Social Science Technicians, All Other",detailed,62230,2.4,55420,0.8,"Life, Physical, and Social Science Occupations",5
304,Occupational Health and Safety Specialists and Technicians,minor,128090,2.5,75150,1,"Life, Physical, and Social Science Occupations",5
305,Occupational Health and Safety Specialists and Technicians,broad,128090,2.5,75150,1,"Life, Physical, and Social Science Occupations",5
306,Occupational Health and Safety Specialists,detailed,106340,2.3,78740,1.1,"Life, Physical, and Social Science Occupations",5
307,Occupational Health and Safety Technicians,detailed,21750,7,57560,2.2,"Life, Physical, and Social Science Occupations",5
308,Community and Social Service Occupations,major,2239680,0.4,53960,0.3,Community and Social Service Occupations,6
309,"Counselors, Social Workers, and Other Community and Social Service Specialists",minor,2157410,0.4,53950,0.3,Community and Social Service Occupations,6
310,Counselors,broad,781830,0.6,56410,0.4,Community and Social Service Occupations,6
311,"Educational, Guidance, and Career Counselors and Advisors",detailed,296370,0.8,63090,0.4,Community and Social Service Occupations,6
312,Marriage and Family Therapists,detailed,54800,3.4,59660,1.5,Community and Social Service Occupations,6
313,Rehabilitation Counselors,detailed,90310,2.3,44740,0.8,Community and Social Service Occupations,6
314,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,310880,1,53490,0.5,Community and Social Service Occupations,6
315,"Counselors, All Other",detailed,29480,4.1,49730,1.8,Community and Social Service Occupations,6
316,Social Workers,broad,677440,0.6,57880,0.3,Community and Social Service Occupations,6
317,"Child, Family, and School Social Workers",detailed,340050,1.1,54880,0.4,Community and Social Service Occupations,6
318,Healthcare Social Workers,detailed,173860,1.2,62310,0.5,Community and Social Service Occupations,6
319,Mental Health and Substance Abuse Social Workers,detailed,113810,1.5,57800,0.9,Community and Social Service Occupations,6
320,"Social Workers, All Other",detailed,49730,1.7,63010,0.6,Community and Social Service Occupations,6
321,Miscellaneous Community and Social Service Specialists,broad,698130,0.7,47380,0.4,Community and Social Service Occupations,6
322,Health Education Specialists,detailed,55830,2.3,64930,1,Community and Social Service Occupations,6
323,Probation Officers and Correctional Treatment Specialists,detailed,92140,0.6,63290,0.3,Community and Social Service Occupations,6
324,Social and Human Service Assistants,detailed,398380,1,40460,0.5,Community and Social Service Occupations,6
325,Community Health Workers,detailed,61010,2.2,47780,0.7,Community and Social Service Occupations,6
326,"Community and Social Service Specialists, All Other",detailed,90770,1.9,50510,0.6,Community and Social Service Occupations,6
327,Religious Workers,minor,82280,1.8,54340,1.1,Community and Social Service Occupations,6
328,Clergy,broad,50790,2,57230,1.2,Community and Social Service Occupations,6
329,Clergy,detailed,50790,2,57230,1.2,Community and Social Service Occupations,6
330,"Directors, Religious Activities and Education",broad,21000,4.2,52880,2.3,Community and Social Service Occupations,6
331,"Directors, Religious Activities and Education",detailed,21000,4.2,52880,2.3,Community and Social Service Occupations,6
332,Miscellaneous Religious Workers,broad,10490,7.9,43290,3.6,Community and Social Service Occupations,6
333,"Religious Workers, All Other",detailed,10490,7.9,43290,3.6,Community and Social Service Occupations,6
334,Legal Occupations,major,1178140,0.5,113100,1,Legal Occupations,7
335,"Lawyers, Judges, and Related Workers",minor,744760,0.9,144470,1.1,Legal Occupations,7
336,Lawyers and Judicial Law Clerks,broad,695810,1,146220,1.1,Legal Occupations,7
337,Lawyers,detailed,681010,1,148030,1.1,Legal Occupations,7
338,Judicial Law Clerks,detailed,14800,1.6,62730,1,Legal Occupations,7
339,"Judges, Magistrates, and Other Judicial Workers",broad,48950,2.4,119690,1.9,Legal Occupations,7
340,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,13840,0.4,104160,0.6,Legal Occupations,7
341,"Arbitrators, Mediators, and Conciliators",detailed,7320,15.4,62350,8.2,Legal Occupations,7
342,"Judges, Magistrate Judges, and Magistrates",detailed,27790,0.7,142520,0.9,Legal Occupations,7
343,Legal Support Workers,minor,433380,1.4,59190,1,Legal Occupations,7
344,Paralegals and Legal Assistants,broad,336250,1.8,58330,1.1,Legal Occupations,7
345,Paralegals and Legal Assistants,detailed,336250,1.8,58330,1.1,Legal Occupations,7
346,Miscellaneous Legal Support Workers,broad,97130,2,62170,0.9,Legal Occupations,7
347,"Title Examiners, Abstractors, and Searchers",detailed,51040,2.7,52390,1.3,Legal Occupations,7
348,"Legal Support Workers, All Other",detailed,46090,3.1,73000,1.3,Legal Occupations,7
349,Educational Instruction and Library Occupations,major,8191930,0.2,62140,0.3,Educational Instruction and Library Occupations,8
350,Postsecondary Teachers,minor,1340560,0.2,95200,0.3,Educational Instruction and Library Occupations,8
351,"Business Teachers, Postsecondary",broad,79640,0.7,105720,0.4,Educational Instruction and Library Occupations,8
352,"Business Teachers, Postsecondary",detailed,79640,0.7,105720,0.4,Educational Instruction and Library Occupations,8
353,"Math and Computer Science Teachers, Postsecondary",broad,81740,0.4,88730,0.4,Educational Instruction and Library Occupations,8
354,"Computer Science Teachers, Postsecondary",detailed,37600,0.8,89610,0.6,Educational Instruction and Library Occupations,8
355,"Mathematical Science Teachers, Postsecondary",detailed,44140,0.3,87980,0.4,Educational Instruction and Library Occupations,8
356,"Engineering and Architecture Teachers, Postsecondary",broad,41380,0.7,113150,0.3,Educational Instruction and Library Occupations,8
357,"Architecture Teachers, Postsecondary",detailed,5950,1.8,98600,0.4,Educational Instruction and Library Occupations,8
358,"Engineering Teachers, Postsecondary",detailed,35440,0.6,115590,0.4,Educational Instruction and Library Occupations,8
359,"Life Sciences Teachers, Postsecondary",broad,57440,0.4,98430,0.3,Educational Instruction and Library Occupations,8
360,"Agricultural Sciences Teachers, Postsecondary",detailed,8570,1.5,97520,0.5,Educational Instruction and Library Occupations,8
361,"Biological Science Teachers, Postsecondary",detailed,47690,0.3,98710,0.3,Educational Instruction and Library Occupations,8
362,"Forestry and Conservation Science Teachers, Postsecondary",detailed,1180,1,93510,0.5,Educational Instruction and Library Occupations,8
363,"Physical Sciences Teachers, Postsecondary",broad,48420,0.3,97110,0.3,Educational Instruction and Library Occupations,8
364,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,10250,0.7,102840,0.4,Educational Instruction and Library Occupations,8
365,"Chemistry Teachers, Postsecondary",detailed,20260,0.4,94060,0.3,Educational Instruction and Library Occupations,8
366,"Environmental Science Teachers, Postsecondary",detailed,5440,0.7,92210,0.4,Educational Instruction and Library Occupations,8
367,"Physics Teachers, Postsecondary",detailed,12460,0.2,99480,0.3,Educational Instruction and Library Occupations,8
368,"Social Sciences Teachers, Postsecondary",broad,108100,0.5,94340,0.4,Educational Instruction and Library Occupations,8
369,"Anthropology and Archeology Teachers, Postsecondary",detailed,5010,0.3,102110,0.3,Educational Instruction and Library Occupations,8
370,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,9040,0.6,91680,0.4,Educational Instruction and Library Occupations,8
371,"Economics Teachers, Postsecondary",detailed,11790,0.6,124090,0.4,Educational Instruction and Library Occupations,8
372,"Geography Teachers, Postsecondary",detailed,3440,0.6,88150,0.4,Educational Instruction and Library Occupations,8
373,"Political Science Teachers, Postsecondary",detailed,14060,0.6,98980,0.4,Educational Instruction and Library Occupations,8
374,"Psychology Teachers, Postsecondary",detailed,36060,1.3,88390,0.7,Educational Instruction and Library Occupations,8
375,"Sociology Teachers, Postsecondary",detailed,12550,0.4,87850,0.4,Educational Instruction and Library Occupations,8
376,"Social Sciences Teachers, Postsecondary, All Other",detailed,16140,0.9,87320,0.5,Educational Instruction and Library Occupations,8
377,"Health Teachers, Postsecondary",broad,259890,0.8,119880,0.4,Educational Instruction and Library Occupations,8
378,"Health Specialties Teachers, Postsecondary",detailed,191830,0.7,133310,0.4,Educational Instruction and Library Occupations,8
379,"Nursing Instructors and Teachers, Postsecondary",detailed,68060,2.4,82040,0.5,Educational Instruction and Library Occupations,8
380,"Education and Library Science Teachers, Postsecondary",broad,63100,0.8,77260,0.3,Educational Instruction and Library Occupations,8
381,"Education Teachers, Postsecondary",detailed,58780,0.8,76990,0.4,Educational Instruction and Library Occupations,8
382,"Library Science Teachers, Postsecondary",detailed,4330,0.6,80850,0.3,Educational Instruction and Library Occupations,8
383,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",broad,40170,1.7,97720,0.5,Educational Instruction and Library Occupations,8
384,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,13790,1.1,81730,0.4,Educational Instruction and Library Occupations,8
385,"Law Teachers, Postsecondary",detailed,14110,4.6,130820,0.7,Educational Instruction and Library Occupations,8
386,"Social Work Teachers, Postsecondary",detailed,12280,1.7,77650,0.3,Educational Instruction and Library Occupations,8
387,"Arts, Communications, History, and Humanities Teachers, Postsecondary",broad,239610,0.4,85110,0.5,Educational Instruction and Library Occupations,8
388,"Art, Drama, and Music Teachers, Postsecondary",detailed,94720,0.7,86240,0.8,Educational Instruction and Library Occupations,8
389,"Communications Teachers, Postsecondary",detailed,27330,0.4,84580,0.5,Educational Instruction and Library Occupations,8
390,"English Language and Literature Teachers, Postsecondary",detailed,58480,0.4,82680,0.3,Educational Instruction and Library Occupations,8
391,"Foreign Language and Literature Teachers, Postsecondary",detailed,19640,0.6,82990,0.4,Educational Instruction and Library Occupations,8
392,"History Teachers, Postsecondary",detailed,18590,0.3,86460,0.4,Educational Instruction and Library Occupations,8
393,"Philosophy and Religion Teachers, Postsecondary",detailed,20850,2.3,88260,1.3,Educational Instruction and Library Occupations,8
394,Miscellaneous Postsecondary Teachers,broad,321050,0.5,82100,0.4,Educational Instruction and Library Occupations,8
395,"Family and Consumer Sciences Teachers, Postsecondary",detailed,2730,2.7,93230,0.7,Educational Instruction and Library Occupations,8
396,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,13860,0.8,79080,0.5,Educational Instruction and Library Occupations,8
397,"Career/Technical Education Teachers, Postsecondary",detailed,105440,1.1,63130,0.5,Educational Instruction and Library Occupations,8
398,"Postsecondary Teachers, All Other",detailed,199020,0.8,92200,0.5,Educational Instruction and Library Occupations,8
399,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",minor,4021070,0.3,64870,0.4,Educational Instruction and Library Occupations,8
400,Preschool and Kindergarten Teachers,broad,512400,1.1,43060,0.8,Educational Instruction and Library Occupations,8
401,"Preschool Teachers, Except Special Education",detailed,391670,1.3,36460,0.7,Educational Instruction and Library Occupations,8
402,"Kindergarten Teachers, Except Special Education",detailed,120730,2.2,64490,1,Educational Instruction and Library Occupations,8
403,Elementary and Middle School Teachers,broad,1933120,0.7,67030,0.5,Educational Instruction and Library Occupations,8
404,"Elementary School Teachers, Except Special Education",detailed,1329280,0.9,67080,0.5,Educational Instruction and Library Occupations,8
405,"Middle School Teachers, Except Special and Career/Technical Education",detailed,592000,1.8,66880,0.9,Educational Instruction and Library Occupations,8
406,"Career/Technical Education Teachers, Middle School",detailed,11840,5.4,69410,1.6,Educational Instruction and Library Occupations,8
407,Secondary School Teachers,broad,1104600,1,69490,0.5,Educational Instruction and Library Occupations,8
408,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,1020240,1,69530,0.5,Educational Instruction and Library Occupations,8
409,"Career/Technical Education Teachers, Secondary School",detailed,84360,2.8,68960,1.2,Educational Instruction and Library Occupations,8
410,Special Education Teachers,broad,470960,0.9,68880,0.5,Educational Instruction and Library Occupations,8
411,"Special Education Teachers, Preschool",detailed,21130,5.1,71970,1.5,Educational Instruction and Library Occupations,8
412,"Special Education Teachers, Kindergarten and Elementary School",detailed,187070,1.4,67090,0.7,Educational Instruction and Library Occupations,8
413,"Special Education Teachers, Middle School",detailed,79070,3.3,68860,1.3,Educational Instruction and Library Occupations,8
414,"Special Education Teachers, Secondary School",detailed,145690,1.7,70100,0.7,Educational Instruction and Library Occupations,8
415,"Special Education Teachers, All Other",detailed,38000,4.1,71330,2.1,Educational Instruction and Library Occupations,8
416,Other Teachers and Instructors,minor,941530,1.2,46490,0.6,Educational Instruction and Library Occupations,8
417,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",broad,38260,3.3,60650,1,Educational Instruction and Library Occupations,8
418,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,38260,3.3,60650,1,Educational Instruction and Library Occupations,8
419,Self-Enrichment Teachers,broad,216910,1.6,49230,1.1,Educational Instruction and Library Occupations,8
420,Self-Enrichment Teachers,detailed,216910,1.6,49230,1.1,Educational Instruction and Library Occupations,8
421,"Substitute Teachers, Short-Term",broad,374620,2.8,38410,0.9,Educational Instruction and Library Occupations,8
422,"Substitute Teachers, Short-Term",detailed,374620,2.8,38410,0.9,Educational Instruction and Library Occupations,8
423,Tutors,broad,147100,2.1,41780,1.7,Educational Instruction and Library Occupations,8
424,Tutors,detailed,147100,2.1,41780,1.7,Educational Instruction and Library Occupations,8
425,Miscellaneous Teachers and Instructors,broad,164650,1.9,62200,1.1,Educational Instruction and Library Occupations,8
426,"Teachers and Instructors, All Other",detailed,164650,1.9,62200,1.1,Educational Instruction and Library Occupations,8
427,"Librarians, Curators, and Archivists",minor,228900,1,55520,0.4,Educational Instruction and Library Occupations,8
428,"Archivists, Curators, and Museum Technicians",broad,28110,1.7,58830,1,Educational Instruction and Library Occupations,8
429,Archivists,detailed,6120,4.5,61880,1.5,Educational Instruction and Library Occupations,8
430,Curators,detailed,11030,2.1,63880,1.9,Educational Instruction and Library Occupations,8
431,Museum Technicians and Conservators,detailed,10960,2.1,52030,1.2,Educational Instruction and Library Occupations,8
432,Librarians and Media Collections Specialists,broad,127790,1,64180,0.4,Educational Instruction and Library Occupations,8
433,Librarians and Media Collections Specialists,detailed,127790,1,64180,0.4,Educational Instruction and Library Occupations,8
434,Library Technicians,broad,73000,1.6,39070,0.5,Educational Instruction and Library Occupations,8
435,Library Technicians,detailed,73000,1.6,39070,0.5,Educational Instruction and Library Occupations,8
436,Other Educational Instruction and Library Occupations,minor,1659870,0.5,38620,0.3,Educational Instruction and Library Occupations,8
437,Farm and Home Management Educators,broad,10620,10.8,58040,3.1,Educational Instruction and Library Occupations,8
438,Farm and Home Management Educators,detailed,10620,10.8,58040,3.1,Educational Instruction and Library Occupations,8
439,Instructional Coordinators,broad,184740,1.1,70560,0.5,Educational Instruction and Library Occupations,8
440,Instructional Coordinators,detailed,184740,1.1,70560,0.5,Educational Instruction and Library Occupations,8
441,Teaching Assistants,broad,1308560,0.6,32640,0.3,Educational Instruction and Library Occupations,8
442,"Teaching Assistants, Postsecondary",detailed,121290,0.5,41170,0.3,Educational Instruction and Library Occupations,8
443,"Teaching Assistants, Except Postsecondary",detailed,1187270,0.6,31760,0.3,Educational Instruction and Library Occupations,8
444,Miscellaneous Educational Instruction and Library Workers,broad,155950,1.4,49650,0.8,Educational Instruction and Library Occupations,8
445,"Educational Instruction and Library Workers, All Other",detailed,155950,1.4,49650,0.8,Educational Instruction and Library Occupations,8
446,"Arts, Design, Entertainment, Sports, and Media Occupations",major,1815290,0.5,66100,1.5,"Arts, Design, Entertainment, Sports, and Media Occupations",9
447,Art and Design Workers,minor,609150,1.1,58910,1,"Arts, Design, Entertainment, Sports, and Media Occupations",9
448,Artists and Related Workers,broad,83070,4.1,95330,1.9,"Arts, Design, Entertainment, Sports, and Media Occupations",9
449,Art Directors,detailed,42080,2.6,115430,1.9,"Arts, Design, Entertainment, Sports, and Media Occupations",9
450,Craft Artists,detailed,3740,7.6,40730,3.6,"Arts, Design, Entertainment, Sports, and Media Occupations",9
451,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,9430,11.9,69010,7.8,"Arts, Design, Entertainment, Sports, and Media Occupations",9
452,Special Effects Artists and Animators,detailed,20430,9.9,86220,7,"Arts, Design, Entertainment, Sports, and Media Occupations",9
453,"Artists and Related Workers, All Other",detailed,7390,8.9,67240,4.8,"Arts, Design, Entertainment, Sports, and Media Occupations",9
454,Designers,broad,526080,0.8,53160,1,"Arts, Design, Entertainment, Sports, and Media Occupations",9
455,Commercial and Industrial Designers,detailed,27940,3.2,79680,3.1,"Arts, Design, Entertainment, Sports, and Media Occupations",9
456,Fashion Designers,detailed,19310,5.3,83650,2.5,"Arts, Design, Entertainment, Sports, and Media Occupations",9
457,Floral Designers,detailed,36000,1.8,32100,1,"Arts, Design, Entertainment, Sports, and Media Occupations",9
458,Graphic Designers,detailed,204040,1.3,59970,1,"Arts, Design, Entertainment, Sports, and Media Occupations",9
459,Interior Designers,detailed,61970,2.4,62570,1.2,"Arts, Design, Entertainment, Sports, and Media Occupations",9
460,Merchandise Displayers and Window Trimmers,detailed,159790,1.4,35520,0.8,"Arts, Design, Entertainment, Sports, and Media Occupations",9
461,Set and Exhibit Designers,detailed,6850,8.1,62960,2.7,"Arts, Design, Entertainment, Sports, and Media Occupations",9
462,"Designers, All Other",detailed,10190,5.8,73480,4.5,"Arts, Design, Entertainment, Sports, and Media Occupations",9
463,"Entertainers and Performers, Sports and Related Workers",minor,438600,2,71870,2.9,"Arts, Design, Entertainment, Sports, and Media Occupations",9
464,"Actors, Producers, and Directors",broad,168350,4.8,95360,4.6,"Arts, Design, Entertainment, Sports, and Media Occupations",9
466,Producers and Directors,detailed,138250,5.2,101950,4.5,"Arts, Design, Entertainment, Sports, and Media Occupations",9
467,"Athletes, Coaches, Umpires, and Related Workers",broad,215690,1.5,54390,1.6,"Arts, Design, Entertainment, Sports, and Media Occupations",9
468,Athletes and Sports Competitors,detailed,12320,8.8,116930,4.9,"Arts, Design, Entertainment, Sports, and Media Occupations",9
469,Coaches and Scouts,detailed,193740,1.5,50550,1.1,"Arts, Design, Entertainment, Sports, and Media Occupations",9
470,"Umpires, Referees, and Other Sports Officials",detailed,9620,8,51710,16.4,"Arts, Design, Entertainment, Sports, and Media Occupations",9
471,Dancers and Choreographers,broad,7850,8.2,50280,4.4,"Arts, Design, Entertainment, Sports, and Media Occupations",9
473,Choreographers,detailed,3990,12,49630,6.3,"Arts, Design, Entertainment, Sports, and Media Occupations",9
475,Music Directors and Composers,detailed,9560,4.7,65080,3.1,"Arts, Design, Entertainment, Sports, and Media Occupations",9
480,Media and Communication Workers,minor,573200,0.9,71760,1.4,"Arts, Design, Entertainment, Sports, and Media Occupations",9
481,Broadcast Announcers and Radio Disc Jockeys,broad,24580,3.8,56110,2.4,"Arts, Design, Entertainment, Sports, and Media Occupations",9
482,Broadcast Announcers and Radio Disc Jockeys,detailed,24580,3.8,56110,2.4,"Arts, Design, Entertainment, Sports, and Media Occupations",9
483,"News Analysts, Reporters and Journalists",broad,39080,2.3,63230,1.5,"Arts, Design, Entertainment, Sports, and Media Occupations",9
484,"News Analysts, Reporters, and Journalists",detailed,39080,2.3,63230,1.5,"Arts, Design, Entertainment, Sports, and Media Occupations",9
485,Public Relations Specialists,broad,242710,0.9,73250,0.9,"Arts, Design, Entertainment, Sports, and Media Occupations",9
486,Public Relations Specialists,detailed,242710,0.9,73250,0.9,"Arts, Design, Entertainment, Sports, and Media Occupations",9
487,Writers and Editors,broad,185810,1.8,78950,2.6,"Arts, Design, Entertainment, Sports, and Media Occupations",9
488,Editors,detailed,88780,1.9,76400,1.3,"Arts, Design, Entertainment, Sports, and Media Occupations",9
489,Technical Writers,detailed,47620,2.7,81470,1.1,"Arts, Design, Entertainment, Sports, and Media Occupations",9
490,Writers and Authors,detailed,49410,5.5,81120,7.4,"Arts, Design, Entertainment, Sports, and Media Occupations",9
491,Miscellaneous Media and Communication Workers,broad,81010,2.4,59650,1.4,"Arts, Design, Entertainment, Sports, and Media Occupations",9
492,Interpreters and Translators,detailed,52170,2.9,58400,1.6,"Arts, Design, Entertainment, Sports, and Media Occupations",9
493,Court Reporters and Simultaneous Captioners,detailed,12300,3.5,65240,1.6,"Arts, Design, Entertainment, Sports, and Media Occupations",9
494,"Media and Communication Workers, All Other",detailed,16540,7.8,59400,3,"Arts, Design, Entertainment, Sports, and Media Occupations",9
495,Media and Communication Equipment Workers,minor,194350,3.3,58970,1.7,"Arts, Design, Entertainment, Sports, and Media Occupations",9
496,"Broadcast, Sound, and Lighting Technicians",broad,90940,3.2,55750,1.7,"Arts, Design, Entertainment, Sports, and Media Occupations",9
497,Audio and Video Technicians,detailed,50590,3.9,55310,1.9,"Arts, Design, Entertainment, Sports, and Media Occupations",9
498,Broadcast Technicians,detailed,25270,6.4,51280,3.3,"Arts, Design, Entertainment, Sports, and Media Occupations",9
499,Sound Engineering Technicians,detailed,10800,10,67360,3,"Arts, Design, Entertainment, Sports, and Media Occupations",9
500,Lighting Technicians,detailed,4280,13.1,58020,4,"Arts, Design, Entertainment, Sports, and Media Occupations",9
501,Photographers,broad,38420,4.6,48210,1.6,"Arts, Design, Entertainment, Sports, and Media Occupations",9
502,Photographers,detailed,38420,4.6,48210,1.6,"Arts, Design, Entertainment, Sports, and Media Occupations",9
503,"Television, Video, and Film Camera Operators and Editors",broad,48320,7.1,70020,3.5,"Arts, Design, Entertainment, Sports, and Media Occupations",9
504,"Camera Operators, Television, Video, and Film",detailed,20280,13.5,61740,2.6,"Arts, Design, Entertainment, Sports, and Media Occupations",9
505,Film and Video Editors,detailed,28030,8.2,76000,4.4,"Arts, Design, Entertainment, Sports, and Media Occupations",9
506,Miscellaneous Media and Communication Equipment Workers,broad,16670,13.6,69290,3.8,"Arts, Design, Entertainment, Sports, and Media Occupations",9
507,"Media and Communication Equipment Workers, All Other",detailed,16670,13.6,69290,3.8,"Arts, Design, Entertainment, Sports, and Media Occupations",9
508,Healthcare Practitioners and Technical Occupations,major,8787730,0.2,91100,0.3,Healthcare Practitioners and Technical Occupations,10
509,Healthcare Diagnosing or Treating Practitioners,minor,5772460,0.2,112160,0.3,Healthcare Practitioners and Technical Occupations,10
510,Chiropractors,broad,35810,2.5,81240,1.4,Healthcare Practitioners and Technical Occupations,10
511,Chiropractors,detailed,35810,2.5,81240,1.4,Healthcare Practitioners and Technical Occupations,10
512,Dentists,broad,124680,2.6,177770,1.8,Healthcare Practitioners and Technical Occupations,10
513,"Dentists, General",detailed,108680,3.3,167160,1.8,Healthcare Practitioners and Technical Occupations,10
514,Oral and Maxillofacial Surgeons,detailed,5330,12.3,311460,3.7,Healthcare Practitioners and Technical Occupations,10
515,Orthodontists,detailed,5140,11.4,267280,6,Healthcare Practitioners and Technical Occupations,10
516,Prosthodontists,detailed,790,30.4,143730,18.3,Healthcare Practitioners and Technical Occupations,10
517,"Dentists, All Other Specialists",detailed,4750,11.1,179400,5.6,Healthcare Practitioners and Technical Occupations,10
518,Dietitians and Nutritionists,broad,66690,1.6,65620,0.7,Healthcare Practitioners and Technical Occupations,10
519,Dietitians and Nutritionists,detailed,66690,1.6,65620,0.7,Healthcare Practitioners and Technical Occupations,10
520,Optometrists,broad,38720,3.6,125440,1.2,Healthcare Practitioners and Technical Occupations,10
521,Optometrists,detailed,38720,3.6,125440,1.2,Healthcare Practitioners and Technical Occupations,10
522,Pharmacists,broad,312550,1,125690,0.3,Healthcare Practitioners and Technical Occupations,10
523,Pharmacists,detailed,312550,1,125690,0.3,Healthcare Practitioners and Technical Occupations,10
524,Physician Assistants,broad,132940,1.6,119460,0.6,Healthcare Practitioners and Technical Occupations,10
525,Physician Assistants,detailed,132940,1.6,119460,0.6,Healthcare Practitioners and Technical Occupations,10
526,Podiatrists,broad,8840,6,158380,2.9,Healthcare Practitioners and Technical Occupations,10
527,Podiatrists,detailed,8840,6,158380,2.9,Healthcare Practitioners and Technical Occupations,10
528,Therapists,broad,687440,0.5,84080,0.3,Healthcare Practitioners and Technical Occupations,10
529,Occupational Therapists,detailed,127830,1.3,89470,0.8,Healthcare Practitioners and Technical Occupations,10
530,Physical Therapists,detailed,225350,1,92920,0.4,Healthcare Practitioners and Technical Occupations,10
531,Radiation Therapists,detailed,16050,3.2,94000,1,Healthcare Practitioners and Technical Occupations,10
532,Recreational Therapists,detailed,16980,2.5,53900,0.9,Healthcare Practitioners and Technical Occupations,10
533,Respiratory Therapists,detailed,133410,0.7,68190,0.2,Healthcare Practitioners and Technical Occupations,10
534,Speech-Language Pathologists,detailed,147470,1.5,85820,0.5,Healthcare Practitioners and Technical Occupations,10
535,Exercise Physiologists,detailed,6860,3.1,54030,1.1,Healthcare Practitioners and Technical Occupations,10
536,"Therapists, All Other",detailed,13490,5.3,65030,2.1,Healthcare Practitioners and Technical Occupations,10
537,Veterinarians,broad,77260,1,109920,0.7,Healthcare Practitioners and Technical Occupations,10
538,Veterinarians,detailed,77260,1,109920,0.7,Healthcare Practitioners and Technical Occupations,10
539,Registered Nurses,broad,3047530,0.2,82750,0.2,Healthcare Practitioners and Technical Occupations,10
540,Registered Nurses,detailed,3047530,0.2,82750,0.2,Healthcare Practitioners and Technical Occupations,10
541,Nurse Anesthetists,broad,43950,4.7,202470,1.1,Healthcare Practitioners and Technical Occupations,10
542,Nurse Anesthetists,detailed,43950,4.7,202470,1.1,Healthcare Practitioners and Technical Occupations,10
543,Nurse Midwives,broad,7750,5.7,114210,2,Healthcare Practitioners and Technical Occupations,10
544,Nurse Midwives,detailed,7750,5.7,114210,2,Healthcare Practitioners and Technical Occupations,10
545,Nurse Practitioners,broad,234690,1.3,118040,0.4,Healthcare Practitioners and Technical Occupations,10
546,Nurse Practitioners,detailed,234690,1.3,118040,0.4,Healthcare Practitioners and Technical Occupations,10
547,Audiologists,broad,13240,4.2,86050,2.1,Healthcare Practitioners and Technical Occupations,10
548,Audiologists,detailed,13240,4.2,86050,2.1,Healthcare Practitioners and Technical Occupations,10
549,Physicians,broad,641380,1,252480,0.6,Healthcare Practitioners and Technical Occupations,10
550,Anesthesiologists,detailed,31130,8.1,331190,2,Healthcare Practitioners and Technical Occupations,10
551,Cardiologists,detailed,18610,12.7,353970,1.5,Healthcare Practitioners and Technical Occupations,10
552,Dermatologists,detailed,9230,13.1,302740,4.3,Healthcare Practitioners and Technical Occupations,10
553,Emergency Medicine Physicians,detailed,36180,8.9,310640,2.2,Healthcare Practitioners and Technical Occupations,10
554,Family Medicine Physicians,detailed,102930,3.3,235930,1.7,Healthcare Practitioners and Technical Occupations,10
555,General Internal Medicine Physicians,detailed,58260,3.4,242190,1.8,Healthcare Practitioners and Technical Occupations,10
556,Neurologists,detailed,7120,7.8,267660,2.4,Healthcare Practitioners and Technical Occupations,10
557,Obstetricians and Gynecologists,detailed,21570,10.1,296210,2.2,Healthcare Practitioners and Technical Occupations,10
558,"Pediatricians, General",detailed,33620,7.1,198420,3.5,Healthcare Practitioners and Technical Occupations,10
559,"Physicians, Pathologists",detailed,11010,9.2,267180,3.2,Healthcare Practitioners and Technical Occupations,10
560,Psychiatrists,detailed,25520,3.5,249760,2.1,Healthcare Practitioners and Technical Occupations,10
561,Radiologists,detailed,29530,9.2,301720,2.9,Healthcare Practitioners and Technical Occupations,10
562,"Physicians, All Other",detailed,256670,1.6,231500,0.7,Healthcare Practitioners and Technical Occupations,10
563,Surgeons,broad,58280,4.8,294520,2.7,Healthcare Practitioners and Technical Occupations,10
564,"Ophthalmologists, Except Pediatric",detailed,11610,20.4,270090,10.5,Healthcare Practitioners and Technical Occupations,10
565,"Orthopedic Surgeons, Except Pediatric",detailed,16260,7,306220,3.6,Healthcare Practitioners and Technical Occupations,10
566,Pediatric Surgeons,detailed,820,10.1,290310,1.7,Healthcare Practitioners and Technical Occupations,10
